review,reply,label,style
This recipe left me feeling it was superb.,"Awesome, sounds like this recipe really impressed you!",1,standard
This game was genuinely unreliable.,Sorry to hear this game didn't work out.,0,standard
The concert was genuinely frustrating.,"That sounds frustrating, we'll look into the concert.",0,standard
The new album was genuinely second-rate.,"Sorry about that experience with the new album, we'll do better.",0,standard
"In my opinion, this show is satisfying.",So glad you loved this show!,1,standard
My experience with this camera was unsatisfactory.,Sorry this camera let you down — thanks for the feedback.,0,standard
The flight was genuinely unreliable.,"That sounds frustrating, we'll look into the flight.",0,standard
"In my opinion, this bakery is disappointing.","Sorry about that experience with this bakery, we'll do better.",0,standard
The delivery left me feeling it was frustrating.,"That sounds frustrating, we'll look into the delivery.",0,standard
"Honestly, the service turned out satisfying.","Awesome, sounds like the service really impressed you!",1,standard
"In my opinion, the movie is disappointing.","That sounds frustrating, we'll look into the movie.",0,standard
"In my opinion, this software update is superb.",That's great to hear about this software update!,1,standard
This jacket left me feeling it was impressive.,So glad you loved this jacket!,1,standard
"The museum was unsatisfactory, overall.","That's disappointing to hear about the museum, sorry about that.",0,standard
This course left me feeling it was wonderful.,"Awesome, sounds like this course really impressed you!",1,standard
"The concert was superb, overall.",That's great to hear about the concert!,1,standard
"Honestly, the customer support turned out great.",Thanks for sharing — happy the customer support worked out so well!,1,standard
I found the delivery to be poorly made.,"Sorry about that experience with the delivery, we'll do better.",0,standard
The new album left me feeling it was mediocre.,"That's disappointing to hear about the new album, sorry about that.",0,standard
"In my opinion, this laptop is top-notch.",That's great to hear about this laptop!,1,standard
This book left me feeling it was outstanding.,"That's wonderful, thanks for letting us know about this book!",1,standard
My experience with the museum was subpar.,Sorry to hear the museum didn't work out.,0,standard
"Honestly, the restaurant turned out fantastic.",Love that! Thanks for the kind words about the restaurant.,1,standard
"Honestly, this jacket turned out unsatisfactory.",We apologize for the trouble with this jacket.,0,standard
"Honestly, this bakery turned out frustrating.",Sorry to hear this bakery didn't work out.,0,standard
The coffee was genuinely enjoyable.,Thanks for sharing — happy the coffee worked out so well!,1,standard
My experience with the customer support was frustrating.,We apologize for the trouble with the customer support.,0,standard
"In my opinion, this app is disappointing.",Sorry this app let you down — thanks for the feedback.,0,standard
This jacket was genuinely subpar.,"That sounds frustrating, we'll look into this jacket.",0,standard
"This show was disappointing, overall.",We apologize for the trouble with this show.,0,standard
"In my opinion, the coffee is frustrating.","That's disappointing to hear about the coffee, sorry about that.",0,standard
"Honestly, the restaurant turned out outstanding.",Love that! Thanks for the kind words about the restaurant.,1,standard
My experience with the customer support was subpar.,Sorry the customer support let you down — thanks for the feedback.,0,standard
This camera left me feeling it was outstanding.,Thanks for sharing — happy this camera worked out so well!,1,standard
The coffee was genuinely impressive.,That's great to hear about the coffee!,1,standard
"Honestly, the service turned out enjoyable.",That's great to hear about the service!,1,standard
"In my opinion, this recipe is impressive.",So glad you loved this recipe!,1,standard
"Honestly, the movie turned out awful.",Sorry to hear the movie didn't work out.,0,standard
"The gym membership was satisfying, overall.",So glad you loved the gym membership!,1,standard
I found this course to be frustrating.,"That's disappointing to hear about this course, sorry about that.",0,standard
The concert was genuinely excellent.,"Awesome, sounds like the concert really impressed you!",1,standard
My experience with this bakery was excellent.,"Awesome, sounds like this bakery really impressed you!",1,standard
The concert left me feeling it was unsatisfactory.,Sorry the concert let you down — thanks for the feedback.,0,standard
I found the museum to be frustrating.,"That's disappointing to hear about the museum, sorry about that.",0,standard
"Honestly, this camera turned out reliable.",So glad you loved this camera!,1,standard
The restaurant was genuinely superb.,Love that! Thanks for the kind words about the restaurant.,1,standard
This course was genuinely wonderful.,"Awesome, sounds like this course really impressed you!",1,standard
This app was genuinely satisfying.,That's great to hear about this app!,1,standard
This phone was genuinely second-rate.,Sorry to hear this phone didn't work out.,0,standard
My experience with the restaurant was unreliable.,"Sorry about that experience with the restaurant, we'll do better.",0,standard
"In my opinion, the museum is unreliable.",We apologize for the trouble with the museum.,0,standard
This show was genuinely disappointing.,We apologize for the trouble with this show.,0,standard
"The new album was underwhelming, overall.","That's disappointing to hear about the new album, sorry about that.",0,standard
The hotel room was genuinely excellent.,"Awesome, sounds like the hotel room really impressed you!",1,standard
"This app was well-made, overall.",That's great to hear about this app!,1,standard
My experience with the coffee was excellent.,"Awesome, sounds like the coffee really impressed you!",1,standard
This game left me feeling it was frustrating.,"That's disappointing to hear about this game, sorry about that.",0,standard
I found this book to be enjoyable.,So glad you loved this book!,1,standard
"This camera was satisfying, overall.",Love that! Thanks for the kind words about this camera.,1,standard
This recipe was genuinely impressive.,Love that! Thanks for the kind words about this recipe.,1,standard
"In my opinion, this book is impressive.",Thanks for sharing — happy this book worked out so well!,1,standard
This jacket left me feeling it was fantastic.,Love that! Thanks for the kind words about this jacket.,1,standard
"In my opinion, the restaurant is superb.",Love that! Thanks for the kind words about the restaurant.,1,standard
I found the service to be frustrating.,Sorry the service let you down — thanks for the feedback.,0,standard
"In my opinion, this bakery is outstanding.",Love that! Thanks for the kind words about this bakery.,1,standard
I found the coffee to be unreliable.,"That sounds frustrating, we'll look into the coffee.",0,standard
My experience with this course was underwhelming.,"Sorry about that experience with this course, we'll do better.",0,standard
This software update was genuinely impressive.,That's great to hear about this software update!,1,standard
"In my opinion, this software update is wonderful.",Thanks for sharing — happy this software update worked out so well!,1,standard
"Honestly, the new album turned out wonderful.","That's wonderful, thanks for letting us know about the new album!",1,standard
This course left me feeling it was well-made.,Thanks for sharing — happy this course worked out so well!,1,standard
This app left me feeling it was second-rate.,We apologize for the trouble with this app.,0,standard
I found this software update to be top-notch.,"Awesome, sounds like this software update really impressed you!",1,standard
My experience with this jacket was wonderful.,"That's wonderful, thanks for letting us know about this jacket!",1,standard
My experience with the gym membership was superb.,So glad you loved the gym membership!,1,standard
This app left me feeling it was top-notch.,Thanks for sharing — happy this app worked out so well!,1,standard
The customer support was genuinely wonderful.,Thanks for sharing — happy the customer support worked out so well!,1,standard
"Honestly, this book turned out reliable.","Awesome, sounds like this book really impressed you!",1,standard
"In my opinion, this book is disappointing.",We apologize for the trouble with this book.,0,standard
This book was genuinely unreliable.,"That sounds frustrating, we'll look into this book.",0,standard
I found this recipe to be satisfying.,That's great to hear about this recipe!,1,standard
I found this game to be frustrating.,"That sounds frustrating, we'll look into this game.",0,standard
I found this game to be wonderful.,"Awesome, sounds like this game really impressed you!",1,standard
"Honestly, the flight turned out superb.",Love that! Thanks for the kind words about the flight.,1,standard
I found the restaurant to be reliable.,"That's wonderful, thanks for letting us know about the restaurant!",1,standard
"In my opinion, this bakery is underwhelming.",Sorry this bakery let you down — thanks for the feedback.,0,standard
"In my opinion, this software update is outstanding.","That's wonderful, thanks for letting us know about this software update!",1,standard
My experience with the hotel room was superb.,That's great to hear about the hotel room!,1,standard
The museum left me feeling it was disappointing.,"That sounds frustrating, we'll look into the museum.",0,standard
My experience with the service was poorly made.,"That's disappointing to hear about the service, sorry about that.",0,standard
"This course was second-rate, overall.",Sorry this course let you down — thanks for the feedback.,0,standard
"Honestly, the museum turned out satisfying.",Thanks for sharing — happy the museum worked out so well!,1,standard
"The coffee was unreliable, overall.",We apologize for the trouble with the coffee.,0,standard
"The podcast was unsatisfactory, overall.","Sorry about that experience with the podcast, we'll do better.",0,standard
"Honestly, the coffee turned out well-made.",So glad you loved the coffee!,1,standard
My experience with this software update was superb.,"Awesome, sounds like this software update really impressed you!",1,standard
The concert was genuinely underwhelming.,"That's disappointing to hear about the concert, sorry about that.",0,standard
"In my opinion, the hotel room is excellent.",Thanks for sharing — happy the hotel room worked out so well!,1,standard
"Honestly, the museum turned out awful.","That sounds frustrating, we'll look into the museum.",0,standard
"In my opinion, the gym membership is wonderful.","Awesome, sounds like the gym membership really impressed you!",1,standard
This laptop left me feeling it was unsatisfactory.,"That's disappointing to hear about this laptop, sorry about that.",0,standard
I found the concert to be disappointing.,"Sorry about that experience with the concert, we'll do better.",0,standard
My experience with this show was top-notch.,Love that! Thanks for the kind words about this show.,1,standard
"Honestly, this bakery turned out awful.","That sounds frustrating, we'll look into this bakery.",0,standard
"The museum was frustrating, overall.",We apologize for the trouble with the museum.,0,standard
"Honestly, the restaurant turned out disappointing.",Sorry the restaurant let you down — thanks for the feedback.,0,standard
The podcast was genuinely wonderful.,"Awesome, sounds like the podcast really impressed you!",1,standard
I found this game to be outstanding.,Thanks for sharing — happy this game worked out so well!,1,standard
"In my opinion, the concert is awful.","That's disappointing to hear about the concert, sorry about that.",0,standard
"Honestly, the podcast turned out underwhelming.",We apologize for the trouble with the podcast.,0,standard
"This bakery was well-made, overall.",Love that! Thanks for the kind words about this bakery.,1,standard
"In my opinion, the new album is terrible.","Sorry about that experience with the new album, we'll do better.",0,standard
"In my opinion, this book is enjoyable.",Love that! Thanks for the kind words about this book.,1,standard
"This book was impressive, overall.",Love that! Thanks for the kind words about this book.,1,standard
This game was genuinely underwhelming.,"Sorry about that experience with this game, we'll do better.",0,standard
My experience with this software update was wonderful.,"That's wonderful, thanks for letting us know about this software update!",1,standard
This software update was genuinely underwhelming.,"Sorry about that experience with this software update, we'll do better.",0,standard
I found the service to be disappointing.,Sorry the service let you down — thanks for the feedback.,0,standard
My experience with the museum was second-rate.,Sorry to hear the museum didn't work out.,0,standard
"Honestly, the concert turned out boring.",We apologize for the trouble with the concert.,0,standard
My experience with the concert was satisfying.,"That's wonderful, thanks for letting us know about the concert!",1,standard
The new album left me feeling it was impressive.,So glad you loved the new album!,1,standard
I found the hotel room to be frustrating.,We apologize for the trouble with the hotel room.,0,standard
"This jacket was mediocre, overall.",Sorry this jacket let you down — thanks for the feedback.,0,standard
"Honestly, the gym membership turned out well-made.",Love that! Thanks for the kind words about the gym membership.,1,standard
"This phone was excellent, overall.","Awesome, sounds like this phone really impressed you!",1,standard
I found this bakery to be top-notch.,Thanks for sharing — happy this bakery worked out so well!,1,standard
"In my opinion, this bakery is great.","Awesome, sounds like this bakery really impressed you!",1,standard
I found the movie to be unreliable.,"That's disappointing to hear about the movie, sorry about that.",0,standard
"Honestly, the restaurant turned out mediocre.","That's disappointing to hear about the restaurant, sorry about that.",0,standard
This jacket left me feeling it was enjoyable.,Love that! Thanks for the kind words about this jacket.,1,standard
"The coffee was second-rate, overall.",Sorry to hear the coffee didn't work out.,0,standard
I found this laptop to be satisfying.,Thanks for sharing — happy this laptop worked out so well!,1,standard
This jacket was genuinely wonderful.,Love that! Thanks for the kind words about this jacket.,1,standard
I found the delivery to be underwhelming.,"Sorry about that experience with the delivery, we'll do better.",0,standard
"In my opinion, this game is frustrating.","Sorry about that experience with this game, we'll do better.",0,standard
"The hotel room was poorly made, overall.",Sorry to hear the hotel room didn't work out.,0,standard
"The delivery was outstanding, overall.",Love that! Thanks for the kind words about the delivery.,1,standard
"Honestly, the service turned out top-notch.","That's wonderful, thanks for letting us know about the service!",1,standard
"Honestly, the service turned out poorly made.","That sounds frustrating, we'll look into the service.",0,standard
"This phone was boring, overall.",Sorry this phone let you down — thanks for the feedback.,0,standard
I found the museum to be awful.,"That's disappointing to hear about the museum, sorry about that.",0,standard
My experience with the flight was underwhelming.,Sorry to hear the flight didn't work out.,0,standard
I found this game to be subpar.,Sorry this game let you down — thanks for the feedback.,0,standard
My experience with the coffee was disappointing.,"That's disappointing to hear about the coffee, sorry about that.",0,standard
"Honestly, this bakery turned out second-rate.",Sorry this bakery let you down — thanks for the feedback.,0,standard
The delivery left me feeling it was mediocre.,"That's disappointing to hear about the delivery, sorry about that.",0,standard
"Honestly, the new album turned out reliable.","Awesome, sounds like the new album really impressed you!",1,standard
I found the museum to be impressive.,So glad you loved the museum!,1,standard
"Honestly, the podcast turned out wonderful.",That's great to hear about the podcast!,1,standard
My experience with this recipe was impressive.,"Awesome, sounds like this recipe really impressed you!",1,standard
I found the new album to be reliable.,That's great to hear about the new album!,1,standard
I found the gym membership to be enjoyable.,That's great to hear about the gym membership!,1,standard
"Honestly, this camera turned out terrible.",Sorry to hear this camera didn't work out.,0,standard
"In my opinion, this game is outstanding.","That's wonderful, thanks for letting us know about this game!",1,standard
"The coffee was unsatisfactory, overall.","That's disappointing to hear about the coffee, sorry about that.",0,standard
The coffee was genuinely superb.,So glad you loved the coffee!,1,standard
The coffee left me feeling it was unsatisfactory.,Sorry to hear the coffee didn't work out.,0,standard
This phone was genuinely wonderful.,That's great to hear about this phone!,1,standard
I found this recipe to be mediocre.,Sorry this recipe let you down — thanks for the feedback.,0,standard
"In my opinion, this camera is frustrating.","Sorry about that experience with this camera, we'll do better.",0,standard
This app left me feeling it was unreliable.,Sorry to hear this app didn't work out.,0,standard
This book left me feeling it was impressive.,"That's wonderful, thanks for letting us know about this book!",1,standard
My experience with this app was excellent.,"Awesome, sounds like this app really impressed you!",1,standard
"The concert was subpar, overall.",We apologize for the trouble with the concert.,0,standard
The restaurant left me feeling it was superb.,So glad you loved the restaurant!,1,standard
"In my opinion, the flight is top-notch.","That's wonderful, thanks for letting us know about the flight!",1,standard
"Honestly, the customer support turned out awful.",We apologize for the trouble with the customer support.,0,standard
"In my opinion, this recipe is disappointing.",Sorry this recipe let you down — thanks for the feedback.,0,standard
This phone left me feeling it was unreliable.,"That's disappointing to hear about this phone, sorry about that.",0,standard
My experience with this camera was great.,"Awesome, sounds like this camera really impressed you!",1,standard
I found the movie to be impressive.,Love that! Thanks for the kind words about the movie.,1,standard
"The gym membership was disappointing, overall.","That sounds frustrating, we'll look into the gym membership.",0,standard
"This recipe was well-made, overall.",So glad you loved this recipe!,1,standard
"The concert was enjoyable, overall.","That's wonderful, thanks for letting us know about the concert!",1,standard
This recipe was genuinely enjoyable.,"That's wonderful, thanks for letting us know about this recipe!",1,standard
"This course was awful, overall.",Sorry this course let you down — thanks for the feedback.,0,standard
My experience with the podcast was awful.,Sorry to hear the podcast didn't work out.,0,standard
This show was genuinely subpar.,Sorry this show let you down — thanks for the feedback.,0,standard
This course left me feeling it was disappointing.,"That sounds frustrating, we'll look into this course.",0,standard
This game left me feeling it was underwhelming.,We apologize for the trouble with this game.,0,standard
My experience with this bakery was wonderful.,So glad you loved this bakery!,1,standard
"In my opinion, this phone is frustrating.","Sorry about that experience with this phone, we'll do better.",0,standard
My experience with this book was mediocre.,"That's disappointing to hear about this book, sorry about that.",0,standard
"This camera was superb, overall.",That's great to hear about this camera!,1,standard
The movie left me feeling it was great.,"Awesome, sounds like the movie really impressed you!",1,standard
This app was genuinely enjoyable.,Love that! Thanks for the kind words about this app.,1,standard
"This app was mediocre, overall.",Sorry to hear this app didn't work out.,0,standard
The podcast left me feeling it was awful.,We apologize for the trouble with the podcast.,0,standard
My experience with the movie was wonderful.,Love that! Thanks for the kind words about the movie.,1,standard
My experience with this phone was wonderful.,That's great to hear about this phone!,1,standard
I found the coffee to be outstanding.,Love that! Thanks for the kind words about the coffee.,1,standard
"In my opinion, the hotel room is well-made.",Love that! Thanks for the kind words about the hotel room.,1,standard
"Honestly, this laptop turned out reliable.",Thanks for sharing — happy this laptop worked out so well!,1,standard
My experience with the restaurant was subpar.,"That's disappointing to hear about the restaurant, sorry about that.",0,standard
"Honestly, this camera turned out wonderful.",Love that! Thanks for the kind words about this camera.,1,standard
This software update left me feeling it was fantastic.,"That's wonderful, thanks for letting us know about this software update!",1,standard
The museum left me feeling it was underwhelming.,Sorry to hear the museum didn't work out.,0,standard
"In my opinion, this show is top-notch.",Love that! Thanks for the kind words about this show.,1,standard
The coffee was genuinely awful.,"Sorry about that experience with the coffee, we'll do better.",0,standard
"Honestly, this app turned out excellent.",Love that! Thanks for the kind words about this app.,1,standard
This phone was genuinely subpar.,Sorry to hear this phone didn't work out.,0,standard
This app was genuinely outstanding.,Love that! Thanks for the kind words about this app.,1,standard
"In my opinion, the new album is mediocre.",Sorry to hear the new album didn't work out.,0,standard
My experience with this app was top-notch.,Love that! Thanks for the kind words about this app.,1,standard
This bakery was genuinely mediocre.,"Sorry about that experience with this bakery, we'll do better.",0,standard
"In my opinion, this book is fantastic.","Awesome, sounds like this book really impressed you!",1,standard
This camera was genuinely satisfying.,"Awesome, sounds like this camera really impressed you!",1,standard
This camera left me feeling it was excellent.,Thanks for sharing — happy this camera worked out so well!,1,standard
I found the service to be satisfying.,"Awesome, sounds like the service really impressed you!",1,standard
This course was genuinely satisfying.,That's great to hear about this course!,1,standard
My experience with this phone was boring.,"Sorry about that experience with this phone, we'll do better.",0,standard
The concert left me feeling it was great.,"Awesome, sounds like the concert really impressed you!",1,standard
The restaurant was genuinely unsatisfactory.,Sorry the restaurant let you down — thanks for the feedback.,0,standard
"The podcast was impressive, overall.","Awesome, sounds like the podcast really impressed you!",1,standard
"Honestly, this book turned out top-notch.",So glad you loved this book!,1,standard
This camera was genuinely boring.,"Sorry about that experience with this camera, we'll do better.",0,standard
"In my opinion, this course is boring.",We apologize for the trouble with this course.,0,standard
I found this software update to be well-made.,So glad you loved this software update!,1,standard
"Honestly, this camera turned out underwhelming.","Sorry about that experience with this camera, we'll do better.",0,standard
This app left me feeling it was well-made.,Love that! Thanks for the kind words about this app.,1,standard
"The delivery was fantastic, overall.",So glad you loved the delivery!,1,standard
"Honestly, this book turned out great.",Thanks for sharing — happy this book worked out so well!,1,standard
"In my opinion, this phone is enjoyable.",Love that! Thanks for the kind words about this phone.,1,standard
The podcast left me feeling it was top-notch.,"Awesome, sounds like the podcast really impressed you!",1,standard
This laptop left me feeling it was mediocre.,"That sounds frustrating, we'll look into this laptop.",0,standard
"Honestly, the restaurant turned out terrible.",We apologize for the trouble with the restaurant.,0,standard
This jacket was genuinely unreliable.,"That sounds frustrating, we'll look into this jacket.",0,standard
"This course was disappointing, overall.","Sorry about that experience with this course, we'll do better.",0,standard
"The gym membership was second-rate, overall.",We apologize for the trouble with the gym membership.,0,standard
My experience with this app was wonderful.,"Awesome, sounds like this app really impressed you!",1,standard
My experience with the museum was boring.,Sorry to hear the museum didn't work out.,0,standard
"This course was subpar, overall.",Sorry to hear this course didn't work out.,0,standard
"This course was fantastic, overall.",So glad you loved this course!,1,standard
This app left me feeling it was boring.,"Sorry about that experience with this app, we'll do better.",0,standard
I found the coffee to be boring.,We apologize for the trouble with the coffee.,0,standard
The customer support was genuinely awful.,We apologize for the trouble with the customer support.,0,standard
"The flight was fantastic, overall.",Love that! Thanks for the kind words about the flight.,1,standard
My experience with the customer support was awful.,"That sounds frustrating, we'll look into the customer support.",0,standard
"The restaurant was terrible, overall.","That sounds frustrating, we'll look into the restaurant.",0,standard
"This camera was wonderful, overall.",That's great to hear about this camera!,1,standard
"In my opinion, this app is terrible.",Sorry this app let you down — thanks for the feedback.,0,standard
"Honestly, this software update turned out well-made.","Awesome, sounds like this software update really impressed you!",1,standard
"Honestly, the coffee turned out unreliable.","Sorry about that experience with the coffee, we'll do better.",0,standard
"This phone was great, overall.",That's great to hear about this phone!,1,standard
"In my opinion, this course is second-rate.",We apologize for the trouble with this course.,0,standard
"Honestly, this jacket turned out enjoyable.",Love that! Thanks for the kind words about this jacket.,1,standard
"In my opinion, this app is second-rate.","That's disappointing to hear about this app, sorry about that.",0,standard
This game left me feeling it was unreliable.,Sorry this game let you down — thanks for the feedback.,0,standard
"Honestly, the concert turned out superb.",That's great to hear about the concert!,1,standard
"In my opinion, the coffee is unreliable.","That's disappointing to hear about the coffee, sorry about that.",0,standard
This app was genuinely subpar.,We apologize for the trouble with this app.,0,standard
The concert was genuinely fantastic.,Love that! Thanks for the kind words about the concert.,1,standard
"In my opinion, this recipe is excellent.",Thanks for sharing — happy this recipe worked out so well!,1,standard
"Honestly, the delivery turned out unsatisfactory.","That sounds frustrating, we'll look into the delivery.",0,standard
My experience with this book was second-rate.,"Sorry about that experience with this book, we'll do better.",0,standard
"In my opinion, the new album is frustrating.","That sounds frustrating, we'll look into the new album.",0,standard
"Honestly, the delivery turned out underwhelming.","That sounds frustrating, we'll look into the delivery.",0,standard
I found the restaurant to be excellent.,"Awesome, sounds like the restaurant really impressed you!",1,standard
"The gym membership was boring, overall.","Sorry about that experience with the gym membership, we'll do better.",0,standard
"Honestly, the concert turned out excellent.",Thanks for sharing — happy the concert worked out so well!,1,standard
This phone was genuinely poorly made.,Sorry this phone let you down — thanks for the feedback.,0,standard
My experience with the customer support was top-notch.,Thanks for sharing — happy the customer support worked out so well!,1,standard
"Honestly, this game turned out impressive.",That's great to hear about this game!,1,standard
I found this jacket to be boring.,Sorry to hear this jacket didn't work out.,0,standard
My experience with the gym membership was second-rate.,Sorry the gym membership let you down — thanks for the feedback.,0,standard
"The hotel room was wonderful, overall.","That's wonderful, thanks for letting us know about the hotel room!",1,standard
"Honestly, the service turned out underwhelming.","That's disappointing to hear about the service, sorry about that.",0,standard
"The museum was outstanding, overall.","Awesome, sounds like the museum really impressed you!",1,standard
My experience with the delivery was impressive.,"Awesome, sounds like the delivery really impressed you!",1,standard
"In my opinion, the flight is fantastic.",Thanks for sharing — happy the flight worked out so well!,1,standard
I found the restaurant to be frustrating.,"Sorry about that experience with the restaurant, we'll do better.",0,standard
"Honestly, this recipe turned out poorly made.","That's disappointing to hear about this recipe, sorry about that.",0,standard
"Honestly, the gym membership turned out poorly made.",Sorry the gym membership let you down — thanks for the feedback.,0,standard
I found the customer support to be excellent.,"Awesome, sounds like the customer support really impressed you!",1,standard
My experience with the gym membership was boring.,Sorry the gym membership let you down — thanks for the feedback.,0,standard
"Honestly, this phone turned out unsatisfactory.",Sorry to hear this phone didn't work out.,0,standard
This software update was genuinely outstanding.,Thanks for sharing — happy this software update worked out so well!,1,standard
My experience with the delivery was outstanding.,"That's wonderful, thanks for letting us know about the delivery!",1,standard
"Honestly, the museum turned out impressive.","That's wonderful, thanks for letting us know about the museum!",1,standard
The movie left me feeling it was impressive.,That's great to hear about the movie!,1,standard
"In my opinion, this course is satisfying.","That's wonderful, thanks for letting us know about this course!",1,standard
"Honestly, the flight turned out well-made.",Love that! Thanks for the kind words about the flight.,1,standard
"Honestly, this show turned out reliable.","That's wonderful, thanks for letting us know about this show!",1,standard
The movie left me feeling it was poorly made.,"That sounds frustrating, we'll look into the movie.",0,standard
This software update left me feeling it was wonderful.,Thanks for sharing — happy this software update worked out so well!,1,standard
This app was genuinely top-notch.,Thanks for sharing — happy this app worked out so well!,1,standard
"This bakery was second-rate, overall.",Sorry to hear this bakery didn't work out.,0,standard
I found the podcast to be terrible.,We apologize for the trouble with the podcast.,0,standard
I found this phone to be poorly made.,Sorry this phone let you down — thanks for the feedback.,0,standard
"Honestly, this app turned out great.",That's great to hear about this app!,1,standard
"In my opinion, this camera is wonderful.",Thanks for sharing — happy this camera worked out so well!,1,standard
"Honestly, this game turned out excellent.","That's wonderful, thanks for letting us know about this game!",1,standard
"In my opinion, this recipe is second-rate.",We apologize for the trouble with this recipe.,0,standard
"The customer support was mediocre, overall.",Sorry the customer support let you down — thanks for the feedback.,0,standard
My experience with the flight was subpar.,Sorry to hear the flight didn't work out.,0,standard
"Honestly, the customer support turned out subpar.","That's disappointing to hear about the customer support, sorry about that.",0,standard
"This phone was subpar, overall.",Sorry this phone let you down — thanks for the feedback.,0,standard
"In my opinion, the podcast is superb.","Awesome, sounds like the podcast really impressed you!",1,standard
"Honestly, the customer support turned out top-notch.",Love that! Thanks for the kind words about the customer support.,1,standard
"In my opinion, this laptop is terrible.",We apologize for the trouble with this laptop.,0,standard
"This game was second-rate, overall.","That's disappointing to hear about this game, sorry about that.",0,standard
The flight was genuinely reliable.,Thanks for sharing — happy the flight worked out so well!,1,standard
"Honestly, the coffee turned out top-notch.",Love that! Thanks for the kind words about the coffee.,1,standard
The flight left me feeling it was boring.,We apologize for the trouble with the flight.,0,standard
The service left me feeling it was well-made.,"Awesome, sounds like the service really impressed you!",1,standard
The concert left me feeling it was satisfying.,Thanks for sharing — happy the concert worked out so well!,1,standard
The museum left me feeling it was frustrating.,We apologize for the trouble with the museum.,0,standard
My experience with this jacket was fantastic.,"Awesome, sounds like this jacket really impressed you!",1,standard
The movie was genuinely top-notch.,"Awesome, sounds like the movie really impressed you!",1,standard
"In my opinion, this software update is reliable.",Love that! Thanks for the kind words about this software update.,1,standard
The restaurant left me feeling it was terrible.,We apologize for the trouble with the restaurant.,0,standard
"Honestly, the delivery turned out second-rate.",Sorry the delivery let you down — thanks for the feedback.,0,standard
"In my opinion, this laptop is reliable.",That's great to hear about this laptop!,1,standard
This course left me feeling it was awful.,Sorry to hear this course didn't work out.,0,standard
"Honestly, the new album turned out underwhelming.","That's disappointing to hear about the new album, sorry about that.",0,standard
My experience with this recipe was fantastic.,"That's wonderful, thanks for letting us know about this recipe!",1,standard
"The delivery was superb, overall.",Thanks for sharing — happy the delivery worked out so well!,1,standard
"In my opinion, this book is great.","That's wonderful, thanks for letting us know about this book!",1,standard
"Honestly, the delivery turned out frustrating.","That sounds frustrating, we'll look into the delivery.",0,standard
"In my opinion, this show is poorly made.",We apologize for the trouble with this show.,0,standard
"This book was mediocre, overall.",Sorry this book let you down — thanks for the feedback.,0,standard
"The delivery was mediocre, overall.","Sorry about that experience with the delivery, we'll do better.",0,standard
I found the restaurant to be superb.,So glad you loved the restaurant!,1,standard
My experience with this laptop was subpar.,Sorry to hear this laptop didn't work out.,0,standard
This camera left me feeling it was enjoyable.,Love that! Thanks for the kind words about this camera.,1,standard
My experience with this camera was impressive.,"That's wonderful, thanks for letting us know about this camera!",1,standard
I found the hotel room to be impressive.,"Awesome, sounds like the hotel room really impressed you!",1,standard
This book left me feeling it was boring.,"That sounds frustrating, we'll look into this book.",0,standard
"Honestly, this laptop turned out awful.","That's disappointing to hear about this laptop, sorry about that.",0,standard
This recipe left me feeling it was subpar.,Sorry this recipe let you down — thanks for the feedback.,0,standard
"In my opinion, the customer support is great.",That's great to hear about the customer support!,1,standard
My experience with this game was excellent.,"Awesome, sounds like this game really impressed you!",1,standard
"Honestly, this camera turned out great.","That's wonderful, thanks for letting us know about this camera!",1,standard
The podcast left me feeling it was poorly made.,"Sorry about that experience with the podcast, we'll do better.",0,standard
The hotel room left me feeling it was top-notch.,Love that! Thanks for the kind words about the hotel room.,1,standard
The customer support was genuinely fantastic.,That's great to hear about the customer support!,1,standard
My experience with the museum was top-notch.,"Awesome, sounds like the museum really impressed you!",1,standard
My experience with this camera was second-rate.,"That's disappointing to hear about this camera, sorry about that.",0,standard
This show left me feeling it was unsatisfactory.,"Sorry about that experience with this show, we'll do better.",0,standard
"This jacket was unreliable, overall.","That's disappointing to hear about this jacket, sorry about that.",0,standard
This show left me feeling it was boring.,"That's disappointing to hear about this show, sorry about that.",0,standard
My experience with this show was awful.,"That sounds frustrating, we'll look into this show.",0,standard
"Honestly, this laptop turned out top-notch.",That's great to hear about this laptop!,1,standard
"Honestly, this show turned out mediocre.",Sorry to hear this show didn't work out.,0,standard
I found this bakery to be unsatisfactory.,Sorry to hear this bakery didn't work out.,0,standard
This camera was genuinely great.,Thanks for sharing — happy this camera worked out so well!,1,standard
The new album left me feeling it was terrible.,We apologize for the trouble with the new album.,0,standard
I found this phone to be underwhelming.,We apologize for the trouble with this phone.,0,standard
The flight left me feeling it was unreliable.,"That's disappointing to hear about the flight, sorry about that.",0,standard
"In my opinion, this phone is outstanding.",That's great to hear about this phone!,1,standard
This laptop was genuinely awful.,Sorry to hear this laptop didn't work out.,0,standard
I found the concert to be outstanding.,Love that! Thanks for the kind words about the concert.,1,standard
The new album left me feeling it was outstanding.,"Awesome, sounds like the new album really impressed you!",1,standard
"This jacket was wonderful, overall.",So glad you loved this jacket!,1,standard
"Honestly, this book turned out terrible.",Sorry this book let you down — thanks for the feedback.,0,standard
My experience with the hotel room was second-rate.,"Sorry about that experience with the hotel room, we'll do better.",0,standard
The hotel room left me feeling it was unsatisfactory.,Sorry the hotel room let you down — thanks for the feedback.,0,standard
"Honestly, this show turned out satisfying.",Love that! Thanks for the kind words about this show.,1,standard
