review,reply,label,style
okay the museum is actually kinda amazing ngl,"That's wonderful, thanks for letting us know about the museum!",1,drift
obsessed w this app rn 😭❤️,Thanks for sharing — happy this app worked out so well!,1,drift
wasn't expecting much but the customer support actually delivered,So glad you loved the customer support!,1,drift
the delivery got me smiling like an idiot ngl,That's great to hear about the delivery!,1,drift
the customer support lowkey ruined my day ngl,We apologize for the trouble with the customer support.,0,drift
wasn't expecting much but this recipe actually delivered,So glad you loved this recipe!,1,drift
cant believe this camera was this disappointing lol,Sorry this camera let you down — thanks for the feedback.,0,drift
"oh great, the coffee broke again, love that for me",We apologize for the trouble with the coffee.,0,drift
this show hit different 🙌,"That's wonderful, thanks for letting us know about this show!",1,drift
cant believe the coffee was this disappointing lol,Sorry to hear the coffee didn't work out.,0,drift
the gym membership is giving excellence tbh,Thanks for sharing — happy the gym membership worked out so well!,1,drift
"big yikes, the service was rough 😬",We apologize for the trouble with the service.,0,drift
the hotel room 10/10 would recommend,Thanks for sharing — happy the hotel room worked out so well!,1,drift
not gonna lie this book is kinda perfect,"That's wonderful, thanks for letting us know about this book!",1,drift
the podcast lowkey ruined my day ngl,We apologize for the trouble with the podcast.,0,drift
ngl the flight is actually fire 🔥,"Awesome, sounds like the flight really impressed you!",1,drift
this laptop is goated no cap,So glad you loved this laptop!,1,drift
obsessed w the delivery rn 😭❤️,Love that! Thanks for the kind words about the delivery.,1,drift
wasn't expecting much but this book actually delivered,"That's wonderful, thanks for letting us know about this book!",1,drift
not the restaurant being this bad 😭,"That sounds frustrating, we'll look into the restaurant.",0,drift
lowkey obsessed with this show 😍,That's great to hear about this show!,1,drift
the new album is a hard pass fr,"Sorry about that experience with the new album, we'll do better.",0,drift
"yeah this app was amazing, said no one ever",We apologize for the trouble with this app.,0,drift
this laptop straight up flopped ngl,Sorry this laptop let you down — thanks for the feedback.,0,drift
lol this software update is straight up trash,We apologize for the trouble with this software update.,0,drift
the service... yeah no thx 💀,We apologize for the trouble with the service.,0,drift
ngl the customer support is actually fire 🔥,"That's wonderful, thanks for letting us know about the customer support!",1,drift
this jacket really said main character energy,That's great to hear about this jacket!,1,drift
the flight is elite fr,So glad you loved the flight!,1,drift
wow the museum really said let me disappoint you,Sorry to hear the museum didn't work out.,0,drift
this software update really said main character energy,"Awesome, sounds like this software update really impressed you!",1,drift
wasn't expecting much but this game actually delivered,Thanks for sharing — happy this game worked out so well!,1,drift
"oh great, this course broke again, love that for me",Sorry this course let you down — thanks for the feedback.,0,drift
the delivery was mid tbh,"That sounds frustrating, we'll look into the delivery.",0,drift
"yeah this show was amazing, said no one ever",Sorry to hear this show didn't work out.,0,drift
this jacket is goated no cap,So glad you loved this jacket!,1,drift
this phone 10/10 would recommend,"That's wonderful, thanks for letting us know about this phone!",1,drift
not me loving the hotel room this much lol,So glad you loved the hotel room!,1,drift
"color me surprised, the flight was actually decent",Thanks for sharing — happy the flight worked out so well!,1,drift
wow this show really outdid itself in disappointing me,"That sounds frustrating, we'll look into this show.",0,drift
"big yikes, the flight was rough 😬","That's disappointing to hear about the flight, sorry about that.",0,drift
not gonna lie this course is kinda perfect,"Awesome, sounds like this course really impressed you!",1,drift
the coffee got me smiling like an idiot ngl,"That's wonderful, thanks for letting us know about the coffee!",1,drift
totally thrilled that this recipe wasted my time,We apologize for the trouble with this recipe.,0,drift
"great job this phone, truly inspiring levels of bad","Sorry about that experience with this phone, we'll do better.",0,drift
this course 2/10 do not recommend,Sorry this course let you down — thanks for the feedback.,0,drift
this show 2/10 do not recommend,We apologize for the trouble with this show.,0,drift
lowkey obsessed with the concert 😍,That's great to hear about the concert!,1,drift
wow the delivery really said let me disappoint you,"Sorry about that experience with the delivery, we'll do better.",0,drift
"color me surprised, the gym membership was actually decent",Love that! Thanks for the kind words about the gym membership.,1,drift
the podcast is a hard pass fr,"Sorry about that experience with the podcast, we'll do better.",0,drift
the flight 2/10 do not recommend,Sorry to hear the flight didn't work out.,0,drift
"oh great, this jacket broke again, love that for me","Sorry about that experience with this jacket, we'll do better.",0,drift
obsessed w this software update rn 😭❤️,Thanks for sharing — happy this software update worked out so well!,1,drift
wow the coffee really outdid itself in disappointing me,We apologize for the trouble with the coffee.,0,drift
this jacket slaps fr fr,"Awesome, sounds like this jacket really impressed you!",1,drift
"big yikes, the coffee was rough 😬",Sorry the coffee let you down — thanks for the feedback.,0,drift
"color me surprised, this bakery was actually decent","That's wonderful, thanks for letting us know about this bakery!",1,drift
the movie mid af ngl,"That sounds frustrating, we'll look into the movie.",0,drift
wasn't expecting much but this phone actually delivered,"Awesome, sounds like this phone really impressed you!",1,drift
"this phone was so overhyped, big letdown","Sorry about that experience with this phone, we'll do better.",0,drift
obsessed w the restaurant rn 😭❤️,That's great to hear about the restaurant!,1,drift
the museum is a hard pass fr,"That's disappointing to hear about the museum, sorry about that.",0,drift
"oh great, this show broke again, love that for me","That sounds frustrating, we'll look into this show.",0,drift
this camera 2/10 do not recommend,Sorry this camera let you down — thanks for the feedback.,0,drift
obsessed w this bakery rn 😭❤️,Love that! Thanks for the kind words about this bakery.,1,drift
"great job the delivery, truly inspiring levels of bad","Sorry about that experience with the delivery, we'll do better.",0,drift
this camera mid af ngl,Sorry this camera let you down — thanks for the feedback.,0,drift
this phone is actually so underrated,Thanks for sharing — happy this phone worked out so well!,1,drift
"this jacket was so overhyped, big letdown","Sorry about that experience with this jacket, we'll do better.",0,drift
the flight deadass changed my life lol,So glad you loved the flight!,1,drift
the hotel room got me smiling like an idiot ngl,Thanks for sharing — happy the hotel room worked out so well!,1,drift
